open_time,open,high,low,close,volume
2025-07-22 18:00:00,101481.11,102294.72,101383.88,101975.95,55.0205
2025-07-22 19:00:00,101963.96,101970.97,101421.0,101472.38,49.05496
2025-07-22 20:00:00,101472.38,102020.14,101455.23,101908.21,52.05423
2025-07-22 21:00:00,101908.2,101918.03,101643.38,101643.38,32.00782
2025-07-22 22:00:00,101643.36,102120.41,101635.58,102011.51,47.32853
2025-07-22 23:00:00,102010.19,102339.35,101994.89,102209.65,49.72175
2025-07-23 00:00:00,102209.65,102334.15,101805.33,101805.33,44.67505
2025-07-23 01:00:00,101805.73,102008.39,101692.71,101850.9,58.74268
2025-07-23 02:00:00,101845.82,101847.78,101450.71,101496.33,48.13314
2025-07-23 03:00:00,101496.33,101511.5,101055.55,101072.76,30.46775
2025-07-23 04:00:00,101072.76,101420.28,101072.76,101419.06,46.95307
2025-07-23 05:00:00,101416.04,109169.7,101146.36,101171.43,48.60505
2025-07-23 06:00:00,101171.43,105803.07,100900.0,100900.47,43.39554
2025-07-23 07:00:00,100900.47,100998.07,100831.78,100856.01,47.96859
2025-07-23 08:00:00,100855.44,100994.3,100709.76,100933.63,40.98224
2025-07-23 09:00:00,100937.76,100963.66,100562.03,100614.79,43.00251
2025-07-23 10:00:00,100611.46,100996.56,100499.4,100994.49,37.40061
2025-07-23 11:00:00,100991.53,101210.12,100834.22,101117.4,55.03648
2025-07-23 12:00:00,101109.43,101212.21,100534.38,100628.7,48.98146
2025-07-23 13:00:00,100634.77,100870.87,100120.77,100194.99,60.14309
2025-07-23 14:00:00,100194.99,100740.01,100131.09,100740.01,64.10298
2025-07-23 15:00:00,100757.86,101060.34,100450.08,100973.61,59.24073
2025-07-23 16:00:00,100975.48,100990.44,100150.0,100284.84,66.74334
2025-07-23 17:00:00,100283.81,100748.52,99847.83,100433.17,68.4408
2025-07-23 18:00:00,100433.75,100602.39,100343.49,100580.64,57.74663
2025-07-23 19:00:00,100580.72,100894.25,100531.58,100599.27,54.79227
2025-07-23 20:00:00,100596.95,100647.96,99887.22,100213.55,60.38888
2025-07-23 21:00:00,100213.55,100431.54,99747.25,100415.64,65.51539
2025-07-23 22:00:00,100414.41,100777.88,100259.05,100733.6,45.194
2025-07-23 23:00:00,100737.01,100861.49,100636.96,100824.05,38.58752
2025-07-24 00:00:00,100820.37,101267.32,100781.17,101208.37,52.49401
2025-07-24 01:00:00,101208.62,101212.46,100972.17,101174.55,37.44339
2025-07-24 02:00:00,101168.28,101168.28,100940.38,101022.79,37.7712
2025-07-24 03:00:00,101010.93,101280.17,100666.8,100705.1,44.95084
2025-07-24 04:00:00,100709.62,100952.62,99810.13,100252.77,96.41327
2025-07-24 05:00:00,100271.62,100285.48,99856.34,99918.17,58.1986
2025-07-24 06:00:00,99918.17,100175.57,99800.91,99898.08,54.81902
2025-07-24 07:00:00,99914.83,100752.05,99633.38,100736.41,69.69686
2025-07-24 08:00:00,100734.4,101076.18,100577.45,101071.08,56.93431
2025-07-24 09:00:00,101071.09,101121.98,100818.77,100908.83,44.50791
2025-07-24 10:00:00,100908.83,100995.63,100484.78,100855.09,47.02547
2025-07-24 11:00:00,100850.0,101076.38,100779.11,100917.19,47.0429
2025-07-24 12:00:00,100916.76,101065.36,100716.68,101052.7,56.84853
2025-07-24 13:00:00,101052.7,101089.64,100502.86,100504.26,54.50704
2025-07-24 14:00:00,100504.26,101314.99,99890.5,101313.78,72.28705
2025-07-24 15:00:00,101311.31,109068.41,100876.44,101279.12,71.0814
2025-07-24 16:00:00,101279.12,101345.74,100638.32,100797.84,55.85392
2025-07-24 17:00:00,100797.84,101393.83,100797.84,101246.0,57.72474
2025-07-24 18:00:00,101251.72,117158.79,101068.93,101223.11,74.89432
2025-07-24 19:00:00,101223.12,101506.42,100890.06,101190.16,55.18498
2025-07-24 20:00:00,101190.16,101767.48,101078.41,101085.92,63.38194
2025-07-24 21:00:00,101085.92,101193.52,100919.21,100922.5,31.0277
2025-07-24 22:00:00,100922.49,101018.94,100607.55,100710.49,35.92401
2025-07-24 23:00:00,100711.61,100812.94,100623.63,100669.43,90.44057
2025-07-25 00:00:00,100678.72,100807.24,100105.99,100150.01,83.12812
2025-07-25 01:00:00,100151.47,100465.89,99908.73,100021.31,87.05324
2025-07-25 02:00:00,100021.31,100021.31,99250.1,99253.51,49.1989
2025-07-25 03:00:00,99253.51,100566.98,98270.93,98310.5,65.60474
2025-07-25 04:00:00,98309.99,100347.67,98100.57,98957.71,73.1809
2025-07-25 05:00:00,98953.28,100360.85,98338.36,98387.88,92.5169
2025-07-25 06:00:00,98387.88,100355.51,98069.31,98211.47,97.32637
2025-07-25 07:00:00,98211.47,100349.77,97689.97,98090.3,105.82432
2025-07-25 08:00:00,98090.3,98728.76,98017.11,98138.67,62.92969
2025-07-25 09:00:00,98138.67,98841.36,98011.3,98841.36,74.97372
2025-07-25 10:00:00,98841.36,99323.85,98841.36,99193.88,61.89907
2025-07-25 11:00:00,99193.88,99713.71,99193.88,99469.3,61.31781
2025-07-25 12:00:00,99469.3,99528.0,98988.5,99111.88,68.47856
2025-07-25 13:00:00,99103.06,99486.35,98760.29,99160.61,74.70873
2025-07-25 14:00:00,99153.83,99170.53,98059.26,98059.26,63.31538
2025-07-25 15:00:00,98069.52,98780.56,98024.43,98731.3,53.52703
2025-07-25 16:00:00,98731.3,99074.35,98624.91,99062.33,51.31822
2025-07-25 17:00:00,99065.03,99204.97,98804.76,99005.34,58.32083
2025-07-25 18:00:00,98988.61,99286.36,98932.83,99208.72,44.36304
2025-07-25 19:00:00,99198.31,99643.8,99159.87,99422.38,52.00441
2025-07-25 20:00:00,99422.38,99934.51,99328.26,99702.0,52.96884
2025-07-25 21:00:00,99702.01,99940.91,99649.99,99805.85,43.77872
2025-07-25 22:00:00,99820.16,99919.19,99734.66,99845.46,26.13492
2025-07-25 23:00:00,99851.71,100146.71,99780.31,100145.0,23.0912
2025-07-26 00:00:00,100144.99,100144.99,99908.7,100036.46,44.27238
2025-07-26 01:00:00,100038.15,100084.0,99748.33,99748.92,25.40887
2025-07-26 02:00:00,99743.74,100230.75,99743.74,100037.9,41.81807
2025-07-26 03:00:00,100008.07,100125.91,99995.84,100044.63,29.96996
2025-07-26 04:00:00,100044.62,100092.77,99981.69,100052.85,18.0101
2025-07-26 05:00:00,100052.85,100101.82,99983.3,100020.9,20.0615
2025-07-26 06:00:00,100020.91,100028.98,99921.95,99929.56,17.64214
2025-07-26 07:00:00,99928.23,99958.3,99906.84,99906.84,8.71838
2025-07-26 08:00:00,99905.52,100143.13,99905.52,100099.51,31.59948
2025-07-26 09:00:00,100101.89,100176.99,100030.11,100142.84,24.34352
2025-07-26 10:00:00,100144.97,100646.39,100103.69,100463.36,49.66366
2025-07-26 11:00:00,100448.38,100564.9,100343.26,100343.26,34.67247
2025-07-26 12:00:00,100324.86,100548.59,100324.86,100445.26,32.13744
2025-07-26 13:00:00,100434.44,100708.42,100400.83,100611.07,38.775
2025-07-26 14:00:00,100610.7,100692.8,100475.51,100592.23,52.18764
2025-07-26 15:00:00,100592.23,100655.78,100394.14,100624.19,37.75509
2025-07-26 16:00:00,100624.19,100664.77,100503.6,100560.8,57.83522
2025-07-26 17:00:00,100560.81,100626.17,100466.0,100529.12,27.20688
2025-07-26 18:00:00,100532.61,100584.55,100452.7,100553.28,34.51668
2025-07-26 19:00:00,100551.29,100723.3,100518.61,100666.88,17.83125
2025-07-26 20:00:00,100665.13,100665.13,100382.01,100461.0,23.43624
2025-07-26 21:00:00,100452.99,100520.57,100378.18,100506.76,35.58652
2025-07-26 22:00:00,100497.42,100650.5,100444.97,100507.27,51.30342
2025-07-26 23:00:00,100487.28,100499.85,100369.84,100384.63,17.07175
2025-07-27 00:00:00,100384.62,100426.42,100317.56,100426.04,25.8562
2025-07-27 01:00:00,100427.25,100639.53,100403.26,100557.19,23.68908
2025-07-27 02:00:00,100552.87,100740.77,100492.31,100720.25,22.1577
2025-07-27 03:00:00,100711.08,100740.87,100550.06,100623.47,15.92405
2025-07-27 04:00:00,100623.47,100693.89,100604.82,100646.46,17.42671
2025-07-27 05:00:00,100651.49,100728.7,100600.78,100714.51,25.76119
2025-07-27 06:00:00,100716.2,100856.32,100657.22,100709.7,18.61827
2025-07-27 07:00:00,100711.43,100714.73,100555.2,100555.2,17.91936
2025-07-27 08:00:00,100555.2,100613.13,100424.94,100424.94,29.87332
2025-07-27 09:00:00,100424.92,100480.37,100344.63,100379.62,23.55716
2025-07-27 10:00:00,100379.63,100689.88,100379.63,100635.27,28.22545
2025-07-27 11:00:00,100602.29,100656.0,100495.19,100497.24,35.0277
2025-07-27 12:00:00,100497.24,100558.5,100367.43,100532.57,30.1387
2025-07-27 13:00:00,100534.41,100644.87,100532.2,100641.8,29.727
2025-07-27 14:00:00,100645.69,100850.49,100602.63,100818.62,49.28627
2025-07-27 15:00:00,100818.62,100940.49,100688.62,100937.76,68.21319
2025-07-27 16:00:00,100941.0,101741.26,100941.0,101279.28,64.19038
2025-07-27 17:00:00,101278.18,101531.65,101159.78,101456.93,65.36984
2025-07-27 18:00:00,101449.83,101612.0,101254.01,101321.6,59.68943
2025-07-27 19:00:00,101321.6,101381.58,101115.23,101162.58,49.59825
2025-07-27 20:00:00,101164.52,101323.94,100980.98,101000.0,40.92511
2025-07-27 21:00:00,100999.4,101412.68,100995.88,101400.15,47.38935
2025-07-27 22:00:00,101414.9,101874.84,91830.01,101650.16,53.96593
2025-07-27 23:00:00,101650.16,101660.96,101358.22,101556.03,50.07484
2025-07-28 00:00:00,101551.29,101681.28,101344.24,101392.56,62.2183
2025-07-28 01:00:00,101392.56,101560.25,101194.95,101235.84,54.2505
2025-07-28 02:00:00,101240.48,101908.61,101240.48,101577.44,54.28318
2025-07-28 03:00:00,101577.4,101660.96,101410.14,101432.58,41.11801
2025-07-28 04:00:00,101436.12,101569.51,101354.38,101468.8,42.99754
2025-07-28 05:00:00,101465.76,101873.44,101425.35,101850.0,42.96834
2025-07-28 06:00:00,101850.0,102011.23,101750.94,101882.87,41.31337
2025-07-28 07:00:00,101883.62,101886.11,101371.85,101718.39,58.46997
2025-07-28 08:00:00,101718.39,101964.07,101585.75,101964.07,60.80381
2025-07-28 09:00:00,101907.17,101950.47,101694.44,101921.96,49.80584
2025-07-28 10:00:00,101913.72,102028.66,101673.56,101861.97,51.97703
2025-07-28 11:00:00,101861.97,102034.78,101740.61,102001.76,46.62782
2025-07-28 12:00:00,102005.08,102192.14,101897.61,101948.9,67.88201
2025-07-28 13:00:00,101948.9,102288.25,101717.12,101802.91,57.88409
2025-07-28 14:00:00,101801.7,101988.68,101325.05,101374.22,63.56499
2025-07-28 15:00:00,101377.21,101983.24,101373.6,101838.17,56.21048
2025-07-28 16:00:00,101838.17,102046.04,101718.91,101754.82,53.3337
2025-07-28 17:00:00,101754.82,101826.37,101464.37,101507.39,60.39511
2025-07-28 18:00:00,101512.46,101884.19,101297.42,101592.57,59.44829
2025-07-28 19:00:00,101592.57,101971.12,101387.61,101777.75,59.39285
2025-07-28 20:00:00,101779.87,101829.28,101351.98,101814.24,58.01757
2025-07-28 21:00:00,101814.24,102059.64,101724.01,101784.95,40.93457
2025-07-28 22:00:00,101784.96,101982.63,101582.21,101656.53,58.56982
2025-07-28 23:00:00,101640.55,102182.72,101610.32,101753.86,50.09958
2025-07-29 00:00:00,101768.0,102131.56,101385.0,101805.51,60.99138
2025-07-29 01:00:00,101805.09,101999.99,101634.44,101634.44,36.86607
2025-07-29 02:00:00,101606.06,101801.36,101392.46,101801.36,68.47794
2025-07-29 03:00:00,101810.1,102495.04,101810.1,102471.33,48.65075
2025-07-29 04:00:00,102467.87,102527.01,102206.18,102272.98,38.23042
2025-07-29 05:00:00,102272.98,102572.49,102267.69,102569.92,29.46262
2025-07-29 06:00:00,102572.5,102919.97,102516.67,102852.77,38.12839
2025-07-29 07:00:00,102860.85,103252.22,102824.63,102839.76,45.3009
2025-07-29 08:00:00,102847.9,102923.5,102643.66,102703.98,37.70231
2025-07-29 09:00:00,102695.54,102781.7,102531.0,102564.6,33.31702
2025-07-29 10:00:00,102565.36,102598.29,102187.8,102198.99,50.70907
2025-07-29 11:00:00,102197.14,102716.7,102097.38,102716.7,51.42932
2025-07-29 12:00:00,102719.0,103205.29,102629.8,103080.52,50.44739
2025-07-29 13:00:00,103076.9,103180.49,102710.74,102730.2,58.12069
2025-07-29 14:00:00,102725.56,102725.57,102129.95,102228.77,67.24592
2025-07-29 15:00:00,102221.8,102263.5,101655.55,101821.12,61.93352
2025-07-29 16:00:00,101818.63,101984.71,101373.08,101984.71,69.92667
2025-07-29 17:00:00,101984.72,102203.6,101614.95,102052.92,48.92727
2025-07-29 18:00:00,102047.63,102097.48,101788.36,101799.3,50.35949
2025-07-29 19:00:00,101801.76,102117.28,101592.43,101768.99,59.02858
2025-07-29 20:00:00,101768.99,102031.56,101388.86,101657.08,65.05018
2025-07-29 21:00:00,101664.04,101869.11,101487.4,101865.73,43.93426
2025-07-29 22:00:00,101860.04,102010.84,101673.0,102010.84,34.83581
2025-07-29 23:00:00,102010.57,102140.01,101962.24,102108.87,27.33073
2025-07-30 00:00:00,102109.13,102109.13,101644.58,101790.79,51.61211
2025-07-30 01:00:00,101795.06,102016.97,101540.62,101901.81,43.86679
2025-07-30 02:00:00,101908.44,102149.94,101860.64,102061.87,37.65433
2025-07-30 03:00:00,102065.94,102375.0,101929.14,102197.29,35.48137
2025-07-30 04:00:00,102196.45,102349.76,102080.59,102137.33,35.06562
