open_time,open,high,low,close,volume
2025-07-14 22:00:00,102805.13,102948.49,102644.51,102723.53,39.60099
2025-07-14 23:00:00,102723.53,102726.98,102555.28,102646.17,37.49855
2025-07-15 00:00:00,102646.17,102651.3,102118.62,102285.79,51.74118
2025-07-15 01:00:00,102285.79,102320.37,101560.13,101560.13,68.50542
2025-07-15 02:00:00,101569.13,101743.58,100919.2,101245.54,63.76644
2025-07-15 03:00:00,101235.67,101235.67,100049.75,100280.24,74.41344
2025-07-15 04:00:00,100278.36,100564.23,99679.67,100549.7,58.40071
2025-07-15 05:00:00,100554.09,100745.02,100124.74,100400.01,54.09398
2025-07-15 06:00:00,100404.75,100799.07,99922.71,100188.69,109.34045
2025-07-15 07:00:00,100188.81,100339.76,99572.94,99832.7,58.15526
2025-07-15 08:00:00,99832.7,99907.04,99534.75,99784.9,54.47215
2025-07-15 09:00:00,99784.9,100169.94,99784.9,99886.15,43.85566
2025-07-15 10:00:00,99884.9,100311.67,99875.01,100137.9,41.87105
2025-07-15 11:00:00,100131.16,100359.8,99644.2,100350.46,58.86121
2025-07-15 12:00:00,100350.53,100485.27,99846.44,100342.5,60.52708
2025-07-15 13:00:00,100347.89,101607.4,100310.23,101463.13,72.55861
2025-07-15 14:00:00,101463.13,101797.03,99700.21,99765.08,76.85795
2025-07-15 15:00:00,99765.08,100454.72,99640.54,100178.75,72.97883
2025-07-15 16:00:00,100174.95,101395.84,100124.86,100966.32,69.53452
2025-07-15 17:00:00,100966.32,101297.76,100966.32,101179.76,55.2529
2025-07-15 18:00:00,101179.76,101179.76,99989.42,100615.1,59.44637
2025-07-15 19:00:00,100615.1,100935.59,100222.82,100334.94,63.95306
2025-07-15 20:00:00,100334.94,100456.34,100140.08,100351.35,60.06697
2025-07-15 21:00:00,100344.79,101261.86,100235.72,101254.23,52.16424
2025-07-15 22:00:00,101255.66,101502.06,101061.69,101466.0,46.78995
2025-07-15 23:00:00,101466.01,101609.83,101187.17,101406.34,45.2705
2025-07-16 00:00:00,101402.65,101710.32,101149.98,101686.36,49.96576
2025-07-16 01:00:00,101688.83,101748.21,101188.88,101282.14,39.90907
2025-07-16 02:00:00,101300.43,101312.01,100758.33,100987.14,48.14875
2025-07-16 03:00:00,100991.08,107711.01,100894.52,101133.87,43.63124
2025-07-16 04:00:00,101132.01,101259.76,100939.4,101172.85,39.75149
2025-07-16 05:00:00,101172.86,113075.0,101172.86,101393.33,44.09684
2025-07-16 06:00:00,101395.67,101763.56,101324.55,101753.49,37.27026
2025-07-16 07:00:00,101711.97,101865.07,101546.12,101704.16,43.13399
2025-07-16 08:00:00,101705.86,102172.95,101618.74,102107.6,45.86535
2025-07-16 09:00:00,102105.18,102580.77,102100.21,102574.22,54.18912
2025-07-16 10:00:00,102574.22,102726.48,102211.99,102228.93,34.9538
2025-07-16 11:00:00,102232.6,102436.04,102152.85,102333.98,34.13833
2025-07-16 12:00:00,102339.11,102567.58,102311.09,102319.58,46.96425
2025-07-16 13:00:00,102319.58,102695.4,102113.44,102572.67,60.41099
2025-07-16 14:00:00,102562.38,102799.0,102212.43,102626.62,65.78142
2025-07-16 15:00:00,102626.62,103157.2,101410.16,102417.0,70.71259
2025-07-16 16:00:00,102416.99,102516.44,101870.37,102496.81,70.40835
2025-07-16 17:00:00,102496.81,102780.65,102223.02,102250.29,61.97589
2025-07-16 18:00:00,102250.29,102933.3,102212.4,102781.93,72.31389
2025-07-16 19:00:00,102777.0,102862.4,102195.65,102415.57,60.1808
2025-07-16 20:00:00,102415.57,102995.43,102203.32,102922.2,62.38396
2025-07-16 21:00:00,102922.2,103047.48,102541.63,102541.63,53.20467
2025-07-16 22:00:00,102538.53,102551.67,101912.55,101929.83,43.64417
2025-07-16 23:00:00,101923.88,102119.06,101710.8,102034.82,43.25423
2025-07-17 00:00:00,102034.82,102539.56,101973.89,102286.77,49.6231
2025-07-17 01:00:00,102288.9,102437.54,101250.72,101466.7,62.86107
2025-07-17 02:00:00,101466.7,101940.64,101466.7,101791.54,54.90461
2025-07-17 03:00:00,101791.33,101815.63,101396.9,101623.42,51.54239
2025-07-17 04:00:00,101623.43,101937.25,101509.6,101936.54,46.7747
2025-07-17 05:00:00,101936.54,102079.12,101712.86,102064.94,39.50647
2025-07-17 06:00:00,102066.02,102496.65,102006.0,102222.82,51.93941
2025-07-17 07:00:00,102225.63,102251.87,101750.7,102101.78,60.59402
2025-07-17 08:00:00,102096.8,102101.99,101849.28,101929.22,53.45424
2025-07-17 09:00:00,101929.21,102761.45,101920.79,102480.36,62.12175
2025-07-17 10:00:00,102480.36,102523.36,102037.99,102138.0,61.06701
2025-07-17 11:00:00,102131.89,102160.44,101908.97,101914.28,54.33202
2025-07-17 12:00:00,101914.98,101978.45,101467.17,101746.21,60.98292
2025-07-17 13:00:00,101746.21,102176.07,101415.02,102176.07,69.81608
2025-07-17 14:00:00,102176.07,102541.96,102075.91,102443.5,57.12089
2025-07-17 15:00:00,102443.5,107874.85,102205.89,102551.91,70.28996
2025-07-17 16:00:00,102551.91,102551.91,102062.55,102286.79,49.68571
2025-07-17 17:00:00,102286.79,102978.35,102286.79,102966.95,56.6532
2025-07-17 18:00:00,102966.95,116395.37,96723.14,103245.07,135.29887
2025-07-17 19:00:00,103245.07,113605.39,102493.21,102510.85,63.38219
2025-07-17 20:00:00,102513.67,102950.0,102130.57,102743.98,64.37481
2025-07-17 21:00:00,102743.5,104181.83,102743.5,103603.91,77.28004
2025-07-17 22:00:00,103601.6,103992.77,102864.38,102979.42,62.02438
2025-07-17 23:00:00,102979.43,103072.13,102532.9,102532.9,50.61206
2025-07-18 00:00:00,102531.81,102959.81,102361.32,102951.23,59.26633
2025-07-18 01:00:00,102951.23,103679.97,102894.69,103415.51,55.70292
2025-07-18 02:00:00,103415.51,103453.46,103086.5,103212.99,56.24871
2025-07-18 03:00:00,103212.99,103511.1,103092.2,103374.15,55.45913
2025-07-18 04:00:00,103374.15,103615.63,103054.74,103579.83,49.66619
2025-07-18 05:00:00,103579.83,103794.8,103436.16,103784.43,46.8774
2025-07-18 06:00:00,103777.85,103931.63,103340.51,103533.01,55.93914
2025-07-18 07:00:00,103533.01,103533.01,102682.41,102682.41,56.11978
2025-07-18 08:00:00,102682.41,102685.14,101697.32,101910.75,54.92056
2025-07-18 09:00:00,101914.85,102256.21,101842.12,102202.41,51.87251
2025-07-18 10:00:00,102202.4,102505.98,101954.09,102505.98,58.5249
2025-07-18 11:00:00,102505.98,102533.06,102058.71,102418.69,46.65666
2025-07-18 12:00:00,102418.36,128939.18,95283.61,117820.42,124.65622
2025-07-18 13:00:00,117713.03,118613.71,101371.63,101885.54,79.16212
2025-07-18 14:00:00,101885.54,127449.71,95501.7,101500.98,109.95531
2025-07-18 15:00:00,101491.41,122035.91,93652.68,101228.76,90.10082
2025-07-18 16:00:00,101228.62,111214.81,101005.06,101085.32,69.64664
2025-07-18 17:00:00,101085.32,117154.04,100973.4,101202.66,81.76303
2025-07-18 18:00:00,101199.41,101284.14,100990.45,101032.16,77.66183
2025-07-18 19:00:00,101032.16,101437.17,100847.23,101006.77,54.03125
2025-07-18 20:00:00,101030.77,101132.62,100499.05,101040.94,51.16978
2025-07-18 21:00:00,101040.94,101396.5,100995.64,101155.24,53.93396
2025-07-18 22:00:00,101155.24,101446.44,101000.18,101226.23,43.21731
2025-07-18 23:00:00,101226.23,101493.16,101055.72,101429.77,42.91754
2025-07-19 00:00:00,101436.9,101526.76,101267.12,101267.12,40.12199
2025-07-19 01:00:00,101267.12,101558.15,101177.52,101528.42,39.93231
2025-07-19 02:00:00,101528.42,101747.19,101457.48,101668.07,46.6923
2025-07-19 03:00:00,101680.57,101798.06,101600.71,101777.86,33.8006
2025-07-19 04:00:00,101780.0,101792.76,101582.51,101616.8,35.51493
2025-07-19 05:00:00,101615.99,101738.4,101564.07,101695.24,28.06055
2025-07-19 06:00:00,101695.25,101743.18,101576.02,101650.36,27.55349
2025-07-19 07:00:00,101651.51,101781.61,101632.65,101644.83,33.66005
2025-07-19 08:00:00,101647.02,101731.29,101478.56,101599.65,38.32097
2025-07-19 09:00:00,101599.65,101769.82,101567.32,101697.65,31.82139
2025-07-19 10:00:00,101696.13,101886.7,101660.53,101859.79,31.68301
2025-07-19 11:00:00,101859.79,101911.8,101667.94,101780.0,39.9084
2025-07-19 12:00:00,101780.0,101780.67,101596.04,101665.97,39.62894
2025-07-19 13:00:00,101674.82,102165.17,101365.05,101613.63,44.91004
2025-07-19 14:00:00,101613.63,101669.6,101202.35,101202.35,46.83091
2025-07-19 15:00:00,101212.58,107440.01,99907.01,101540.08,66.36887
2025-07-19 16:00:00,101540.07,101574.64,101357.93,101453.43,42.10557
2025-07-19 17:00:00,101453.32,101453.32,101250.56,101287.6,31.5285
2025-07-19 18:00:00,101293.24,101472.88,101284.49,101343.19,32.01036
2025-07-19 19:00:00,101338.13,101566.44,101171.86,101481.8,34.175
2025-07-19 20:00:00,101479.85,101582.88,101334.01,101334.01,35.59228
2025-07-19 21:00:00,101334.01,101428.11,100932.22,101266.46,43.02054
2025-07-19 22:00:00,101266.46,101387.7,101108.37,101340.65,37.40421
2025-07-19 23:00:00,101327.26,101454.2,101294.98,101376.79,35.64012
2025-07-20 00:00:00,101373.55,101495.65,101215.81,101467.36,44.21181
2025-07-20 01:00:00,101456.88,101594.9,101420.5,101432.47,38.93906
2025-07-20 02:00:00,101432.5,101507.68,101309.92,101471.34,42.20992
2025-07-20 03:00:00,101471.34,101602.17,101392.62,101435.85,43.56677
2025-07-20 04:00:00,101435.85,101573.59,101398.92,101453.82,36.84904
2025-07-20 05:00:00,101439.16,101446.31,101294.68,101338.16,25.52462
2025-07-20 06:00:00,101337.49,101365.24,101259.64,101308.69,27.31137
2025-07-20 07:00:00,101308.09,101618.08,101308.09,101488.71,33.07562
2025-07-20 08:00:00,101489.73,101695.0,101489.73,101621.1,33.72642
2025-07-20 09:00:00,101627.19,101707.99,101446.66,101465.98,40.87036
2025-07-20 10:00:00,101465.98,101465.98,101365.91,101375.21,33.67791
2025-07-20 11:00:00,101375.2,114439.02,101283.23,101291.56,41.66379
2025-07-20 12:00:00,101294.73,101518.19,101200.01,101478.8,49.24808
2025-07-20 13:00:00,101478.8,101720.09,101478.8,101698.8,46.6525
2025-07-20 14:00:00,101698.8,102069.78,101698.8,101808.32,64.67843
2025-07-20 15:00:00,101808.32,102059.5,101727.37,101992.03,48.46891
2025-07-20 16:00:00,101983.25,102084.38,101808.0,101832.26,51.81744
2025-07-20 17:00:00,101830.17,101832.61,101364.47,101373.25,53.55051
2025-07-20 18:00:00,101371.67,101703.01,101100.01,101666.48,54.82736
2025-07-20 19:00:00,101666.48,101829.6,94612.01,101514.59,45.13571
2025-07-20 20:00:00,101512.52,101553.12,101236.43,101427.64,50.08304
2025-07-20 21:00:00,101427.64,101459.38,101210.11,101288.11,39.01231
2025-07-20 22:00:00,101288.13,101325.61,100130.2,101017.86,64.96858
2025-07-20 23:00:00,101017.86,101021.75,100549.33,100830.49,55.39513
2025-07-21 00:00:00,100830.5,101009.3,100262.11,101009.3,50.17146
2025-07-21 01:00:00,101009.3,101064.27,100566.22,100995.85,54.52434
2025-07-21 02:00:00,100995.85,101598.21,100995.85,101598.21,61.63545
2025-07-21 03:00:00,101608.84,102049.25,101608.84,101864.23,54.79867
2025-07-21 04:00:00,101864.23,102031.91,101750.42,101781.75,46.17486
2025-07-21 05:00:00,101780.52,101780.52,101614.07,101759.57,41.91447
2025-07-21 06:00:00,101759.57,102426.44,101677.43,102365.63,54.77231
2025-07-21 07:00:00,102365.63,102724.49,102365.63,102408.99,48.2854
2025-07-21 08:00:00,102408.99,102593.28,102072.44,102164.39,46.79477
2025-07-21 09:00:00,102161.06,102245.87,101751.33,101907.96,55.62217
2025-07-21 10:00:00,101907.29,102052.41,101681.02,101798.87,50.82374
2025-07-21 11:00:00,101803.67,101880.36,101268.16,101268.16,51.44367
2025-07-21 12:00:00,101268.16,101618.79,100961.5,101301.23,62.03168
2025-07-21 13:00:00,101303.53,102075.93,101128.11,101867.3,55.41769
2025-07-21 14:00:00,101867.3,102013.24,101508.85,101612.64,66.16748
2025-07-21 15:00:00,101612.64,101711.69,101074.27,101109.26,68.44461
2025-07-21 16:00:00,101109.26,101171.89,100472.63,100677.11,52.2748
2025-07-21 17:00:00,100674.58,100984.81,100416.63,100810.63,54.77285
2025-07-21 18:00:00,100810.63,101056.02,100200.75,100204.51,65.30408
2025-07-21 19:00:00,100204.51,100495.31,99811.74,99934.11,74.03111
2025-07-21 20:00:00,99934.11,100244.45,99832.79,100004.78,57.34234
2025-07-21 21:00:00,100004.78,100395.57,99978.69,100282.33,49.90016
2025-07-21 22:00:00,100282.33,100603.44,100218.01,100401.32,35.36502
2025-07-21 23:00:00,100371.31,100525.59,100208.71,100398.6,42.77302
2025-07-22 00:00:00,100398.4,100549.39,100135.46,100220.1,52.95951
2025-07-22 01:00:00,100220.1,100900.79,99539.45,100772.59,61.27807
2025-07-22 02:00:00,100772.6,100785.62,100055.15,100058.47,51.18582
2025-07-22 03:00:00,100058.48,100323.52,99871.89,100258.8,58.84182
2025-07-22 04:00:00,100258.13,100342.07,99814.04,99841.3,60.57567
2025-07-22 05:00:00,99831.17,100408.34,99744.85,100361.44,60.57473
2025-07-22 06:00:00,100361.45,100812.64,100361.44,100810.74,53.92446
2025-07-22 07:00:00,100810.74,101478.4,100783.22,100950.14,60.06516
2025-07-22 08:00:00,100951.9,101114.98,100527.96,101100.02,64.58888
2025-07-22 09:00:00,101100.31,101382.96,100796.39,101147.98,56.26718
2025-07-22 10:00:00,101149.39,101624.89,101068.49,101624.89,48.5925
2025-07-22 11:00:00,101624.89,101879.98,101550.53,101845.14,51.88902
2025-07-22 12:00:00,101845.14,102150.0,101786.66,102005.42,47.88583
2025-07-22 13:00:00,102002.99,102194.04,100878.03,100878.03,60.54633
2025-07-22 14:00:00,100878.03,101539.33,100484.15,101539.33,66.45028
2025-07-22 15:00:00,101540.84,101709.03,101214.64,101221.0,58.02358
2025-07-22 16:00:00,101225.09,101530.86,100971.99,100972.17,53.14999
2025-07-22 17:00:00,100977.53,101484.43,100809.94,101481.12,52.75163
