open_time,open,high,low,close,volume,EMA20,EMA50,RSI,BB_High,BB_Low,BB_Width,OBV
2025-07-14 23:00:00,102723.53,102726.98,102555.28,102646.17,37.49855,,,,,,,37.49855
2025-07-15 00:00:00,102646.17,102651.3,102118.62,102285.79,51.74118,,,,,,,-14.242629999999998
2025-07-15 01:00:00,102285.79,102320.37,101560.13,101560.13,68.50542,,,,,,,-82.74805
2025-07-15 02:00:00,101569.13,101743.58,100919.2,101245.54,63.76644,,,,,,,-146.51449000000002
2025-07-15 03:00:00,101235.67,101235.67,100049.75,100280.24,74.41344,,,,,,,-220.92793
2025-07-15 04:00:00,100278.36,100564.23,99679.67,100549.7,58.40071,,,,,,,-162.52722
2025-07-15 05:00:00,100554.09,100745.02,100124.74,100400.01,54.09398,,,,,,,-216.6212
2025-07-15 06:00:00,100404.75,100799.07,99922.71,100188.69,109.34045,,,,,,,-325.96164999999996
2025-07-15 07:00:00,100188.81,100339.76,99572.94,99832.7,58.15526,,,,,,,-384.11690999999996
2025-07-15 08:00:00,99832.7,99907.04,99534.75,99784.9,54.47215,,,,,,,-438.58905999999996
2025-07-15 09:00:00,99784.9,100169.94,99784.9,99886.15,43.85566,,,,,,,-394.73339999999996
2025-07-15 10:00:00,99884.9,100311.67,99875.01,100137.9,41.87105,,,,,,,-352.86235
2025-07-15 11:00:00,100131.16,100359.8,99644.2,100350.46,58.86121,,,,,,,-294.00113999999996
2025-07-15 12:00:00,100350.53,100485.27,99846.44,100342.5,60.52708,,,28.35374449088947,,,,-354.52822
2025-07-15 13:00:00,100347.89,101607.4,100310.23,101463.13,72.55861,,,53.20184076560647,,,,-281.96961
2025-07-15 14:00:00,101463.13,101797.03,99700.21,99765.08,76.85795,,,33.97431942376397,,,,-358.82756
2025-07-15 15:00:00,99765.08,100454.72,99640.54,100178.75,72.97883,,,39.69248001454783,,,,-285.84873
2025-07-15 16:00:00,100174.95,101395.84,100124.86,100966.32,69.53452,,,48.7863548299867,,,,-216.31421
2025-07-15 17:00:00,100966.32,101297.76,100966.32,101179.76,55.2529,,,50.94524211978412,,,,-161.06131
2025-07-15 18:00:00,101179.76,101179.76,99989.42,100615.1,59.44637,100857.52456630727,,45.48279415191221,102279.10328391155,99086.79871608845,3192.304567823099,-220.50768
2025-07-15 19:00:00,100615.1,100935.59,100222.82,100334.94,63.95306,100807.75460761134,,43.01823063924064,101889.38073867712,99245.39826132289,2643.982477354235,-284.46074
2025-07-15 20:00:00,100334.94,100456.34,100140.08,100351.35,60.06697,100764.28750212454,,43.21233443549183,101533.20917515212,99408.1258248479,2125.083350304223,-224.39377
2025-07-15 21:00:00,100344.79,101261.86,100235.72,101254.23,52.16424,100810.9486923984,,52.749341409569354,101462.08367696937,99448.66132303062,2013.4223539387458,-172.22952999999998
2025-07-15 22:00:00,101255.66,101502.06,101061.69,101466.0,46.78995,100873.3345312176,,54.67217649261495,101511.56630941782,99421.22469058221,2090.341618835606,-125.43957999999998
2025-07-15 23:00:00,101466.01,101609.83,101187.17,101406.34,45.2705,100924.09695681592,,54.00540822912003,101640.49715741987,99404.90384258011,2235.59331483976,-170.71007999999998
2025-07-16 00:00:00,101402.65,101710.32,101149.98,101686.36,49.96576,100996.69343711917,,56.676116328701184,101807.22413675302,99351.84286324696,2455.3812735060637,-120.74431999999997
2025-07-16 01:00:00,101688.83,101748.21,101188.88,101282.14,39.90907,101023.87882406022,,51.983662984849815,101885.2771140546,99362.00288594537,2523.2742281092214,-160.65338999999997
2025-07-16 02:00:00,101300.43,101312.01,100758.33,100987.14,48.14875,101020.37988843543,,48.807688381145454,101918.13140326322,99408.99359673678,2509.1378065264435,-208.80213999999998
2025-07-16 03:00:00,100991.08,107711.01,100894.52,101133.87,43.63124,101031.1884704892,,50.429914521483816,101938.24244056562,99518.99955943438,2419.242881131242,-165.1709
2025-07-16 04:00:00,101132.01,101259.76,100939.4,101172.85,39.75149,101044.68004472833,,50.875277756499194,101940.50088199592,99655.53611800409,2284.9647639918257,-125.41941
2025-07-16 05:00:00,101172.86,113075.0,101172.86,101393.33,44.09684,101077.88480237326,,53.42425831691086,101962.93172159481,99783.8232784052,2179.108443189616,-81.32257
2025-07-16 06:00:00,101395.67,101763.56,101324.55,101753.49,37.27026,101142.22815452819,,57.32009563967922,102053.13892125443,99855.17507874558,2197.9638425088488,-44.05231
2025-07-16 07:00:00,101711.97,101865.07,101546.12,101704.16,43.13399,101195.74547314455,,56.621504996694206,102130.46597267245,99913.21802732756,2217.2479453448905,-87.18629999999999
2025-07-16 08:00:00,101705.86,102172.95,101618.74,102107.6,45.86535,101282.5887614165,,60.82645866644212,102268.26983209548,99951.92416790454,2316.3456641909434,-41.32094999999999
2025-07-16 09:00:00,102105.18,102580.77,102100.21,102574.22,54.18912,101405.6012603292,,65.04675818124913,102482.01918082897,99849.28381917105,2632.7353616579203,12.868170000000013
2025-07-16 10:00:00,102574.22,102726.48,102211.99,102228.93,34.9538,101484.01352125024,,59.90383103156371,102515.99942263236,100061.68857736763,2454.3108452647284,-22.085629999999988
2025-07-16 11:00:00,102232.6,102436.04,102152.85,102333.98,34.13833,101564.9627097026,,60.9162895574617,102593.042034756,100200.16896524398,2392.8730695120175,12.052700000000016
2025-07-16 12:00:00,102339.11,102567.58,102311.09,102319.58,46.96425,101636.83102306425,,60.690063268472315,102707.84982771885,100220.68717228116,2487.1626554376853,-34.911549999999984
2025-07-16 13:00:00,102319.58,102695.4,102113.44,102572.67,60.41099,101725.95854467718,,63.2717694357202,102859.28726655398,100208.54073344603,2650.746533107944,25.499440000000014
2025-07-16 14:00:00,102562.38,102799.0,102212.43,102626.62,65.78142,101811.73582613649,,63.81728452884978,102970.94412033483,100298.03587966519,2672.90824066964,91.28086000000002
2025-07-16 15:00:00,102626.62,103157.2,101410.16,102417.0,70.71259,101869.38003317111,,60.08318683806089,102974.49680565961,100502.6891943404,2471.8076113192074,20.568270000000012
2025-07-16 16:00:00,102416.99,102516.44,101870.37,102496.81,70.40835,101929.13526810719,,61.018411951053594,102946.55587745679,100745.1761225432,2201.3797549135925,90.97662000000001
2025-07-16 17:00:00,102496.81,102780.65,102223.02,102250.29,61.97589,101959.72143304936,,56.60669510623842,102974.69725456789,100816.6407454321,2158.0565091357857,29.00073000000001
2025-07-16 18:00:00,102250.29,102933.3,102212.4,102781.93,72.31389,102038.02701085419,,62.845585124737134,103087.14479652225,100835.78620347776,2251.3585930444824,101.31462000000002
2025-07-16 19:00:00,102777.0,102862.4,102195.65,102415.57,60.1808,102073.98348601094,,56.786528561422166,103123.94217162483,100899.91182837516,2224.030343249673,41.13382000000002
2025-07-16 20:00:00,102415.57,102995.43,102203.32,102922.2,62.38396,102154.76601115275,,62.21215505652977,103242.40430814578,100905.03369185422,2337.3706162915623,103.51778000000002
2025-07-16 21:00:00,102922.2,103047.48,102541.63,102541.63,53.20467,102191.61020056678,,56.47597463461895,103262.93986603667,101010.44713396335,2252.492732073326,50.313110000000016
2025-07-16 22:00:00,102538.53,102551.67,101912.55,101929.83,43.64417,102166.67875289376,,48.70183266966867,103185.73023290688,101181.92576709314,2003.804465813737,6.668940000000013
2025-07-16 23:00:00,101923.88,102119.06,101710.8,102034.82,43.25423,102154.12077642769,,49.974466911667946,103111.85301485457,101345.89798514542,1765.9550297091482,49.92317000000001
2025-07-17 00:00:00,102034.82,102539.56,101973.89,102286.77,49.6231,102166.75403581554,101904.20092646779,52.98855842131315,103022.72696964764,101546.41603035234,1476.3109392953047,99.54627000000002
